subj,prompt,excluded_subj,excluded_subj_rep,excluded_response,response,prompt_val,prompt_set,prompt_val_set,prompt_stage,concrete_gpt,abstract_gpt,negativity_gpt,positivity_gpt,word_counts,brysbaert_sum,brysbaert_mean,brysbaert_sd
36,N12b,0,0,0,A woman is presenting her work at a meeting,N,12,N12,b,4,0,0,5,9,29.83,3.314444444,0.659452635
36,N12c,0,0,0, A woman is arguing about her work,N,12,N12,c,2,1,2,2,8,22.64,3.234285714,0.864153866
36,P10a,0,0,0,A child is sitting with their friends,P,10,P10,a,7,0,0,5,7,25.17,3.595714286,0.997678257
36,P10b,0,0,0,A child is being left out of a group,P,10,P10,b,3,2,7,1,9,28.11,3.123333333,1.040492672
36,P10c,0,0,0,Older kids are discluding the child,P,10,P10,c,2,2,7,1,6,15.34,3.068,1.536609905
36,P11a,0,0,0,A woman is consoling her friend,P,11,P11,a,3,2,1,4,6,21.57,3.595,0.579542923
36,P11b,0,0,0,A woman is getting her toes painted by her friend,P,11,P11,b,8,1,0,7,10,34.36,3.436,1.084170958
36,P11c,0,0,0,Girls are having a sleepover and painting their nails,P,11,P11,c,8,1,0,8,9,30.1,3.344444444,1.313355541
36,P12a,0,0,0,A man is listening to someone speak,P,12,P12,a,6,0,0,0,7,24.4,3.485714286,0.982986218
36,P12b,0,0,0,A man is speaking to a group,P,12,P12,b,6,0,0,0,7,24.59,3.512857143,1.016508965
36,P12c,0,0,0,A man is telling a story to his friends at lunch,P,12,P12,c,3,1,0,0,11,35.22,3.201818182,0.925978598
37,N1a,0,0,0,everyone is on a coffee break and one guy seems to be not on his phone.,N,1,N1,a,7,2,0,2,16,45.52,3.034666667,1.104134222
37,N1b,0,0,0,Everyone is on their coffee break and one guy is not on his phone and he is just sitting there staring.,N,1,N1,b,8,1,1,1,21,66.39,3.3195,1.080328775
37,N1c,0,0,0,Everyone is on their phone during a coffee break but there is one who is just sitting there because he is tired.,N,1,N1,c,7,3,2,2,22,67.3,3.204761905,1.173233221
37,N2a,0,0,0,It looks like some people are in a school.,N,2,N2,a,6,0,0,2,9,27.75,3.083333333,1.062144058
37,N2b,0,0,0,some people are making fun of the guy in the blueshirt.,N,2,N2,b,6,2,6,2,11,24.01,2.667777778,1.28167642
37,N2c,0,0,0,The woman is staring at us while the people in the back seem to be laughing.,N,2,N2,c,8,2,0,1,16,45.4,2.8375,1.308258384
37,P1a,0,0,0,Everyone looks sad and they are staring at someone.,P,1,P1,a,6,3,7,1,9,25.13,2.792222222,0.845662134
37,P1b,0,0,0,Everyone still seems sad and the girl is pretty her arm near the guy.,P,1,P1,b,3,4,6,3,14,42.19,3.013571429,1.248338016
37,P1c,0,0,0,Everyone looks disappointed on the guy on the right while the girl is putting her hand on him.,P,1,P1,c,7,4,6,2,18,51.55,3.032352941,1.158870837
37,N3a,0,0,0,It looks like some people that are working at a job are speaking to each other while eating lunch.,N,3,N3,a,7,1,0,2,19,51.71,2.721578947,1.036646641
37,N3b,0,0,0,It now looks like some teachers are talking to each other in a breakroom.,N,3,N3,b,7,1,0,2,14,33.93,2.61,0.943336278
37,N3c,0,0,0,A bunch of people are making fun of a girl while she is not looking.,N,3,N3,c,4,3,7,1,15,41.39,2.956428571,1.095344042
37,N4a,0,0,0,A guy and a girl are talking on a podcast.,N,4,N4,a,2,0,0,0,10,33.33,3.333,1.063192781
37,N4b,0,0,0,A girl is talking to a guy on a coffee break and she is trying to instruct him to do something.,N,4,N4,b,6,2,0,1,21,60.37,3.0185,1.065839304
37,N4c,0,0,0,A girl is trying to teach a guy on how to do something.,N,4,N4,c,3,1,0,5,13,37.31,2.87,1.166190379
37,P2a,0,0,0,3 Older people are looking at dinner.,P,2,P2,a,7,0,0,0,7,22.44,3.205714286,1.122792013
37,P2b,0,0,0,3 Older people are sitting down for thanksgiving.,P,2,P2,b,8,0,0,2,8,26.19,3.27375,1.173540887
37,P2c,0,0,0,All 3 people are waiting to dig into that Turkey because it looks delicious.,P,2,P2,c,7,4,0,8,14,39.17,2.797857143,1.187260444
37,N5a,0,0,0,A bunch of people sitting around spending time chilling out on their phones.,N,5,N5,a,8,1,0,2,13,39.39,3.2825,1.085977775
37,N5b,0,0,0,A dudes of people are on their phones while the girl just sits there peacefully.,N,5,N5,b,6,2,0,3,15,45.45,3.03,1.343093444
37,N5c,0,0,0,They are on a coffee break while everyone is sitting down on their phones while she is just chilling without a phone.,N,5,N5,c,7,2,0,2,22,66.82,3.181904762,1.028667191
37,N6a,0,0,0,"one guy is drinking beer, one guy is taking a photo and another guy is just chilling their with a plate of food.",N,6,N6,a,8,0,0,5,23,83.1,3.613043478,1.138812918
37,N6b,0,0,0,One guy is taking a photo while the others are just sitting there.,N,6,N6,b,8,1,0,1,13,39.21,3.016153846,1.332219567
37,N6c,0,0,0,"One guy is looking at his phone, the other is taking a selfie and the guy in the middle is just bored.",N,6,N6,c,8,3,2,2,22,63.14,3.006666667,1.157291378
37,N7a,0,0,0,It looks like a girl and a guy are speaking to eachother.,N,7,N7,a,8,0,0,1,12,32.31,2.937272727,1.170547657
37,N7b,0,0,0,It looks like a girl and a guy are doing weird poses while talking to each other.,N,7,N7,b,7,2,1,2,17,45.68,2.687058824,1.092266936
37,N7c,0,0,0,Two women are speaking very closely while one focusing on one and the other isn't focusing on her.,N,7,N7,c,6,2,0,0,18,46.76,2.750588235,1.047816006
37,P3a,0,0,0,A woman is presenting something during a business meeting.,P,3,P3,a,4,1,0,5,9,27.86,3.095555556,0.9335833
37,P3b,0,0,0,A woman is speaking and everyone is listening during her business meeting.,P,3,P3,b,4,1,0,7,12,37.94,3.161666667,0.899836686
37,P3c,0,0,0,Everyone is listening to her idea while others are drinking coffee or doing work of some sort.,P,3,P3,c,4,2,0,5,17,46.64,2.743529412,1.090991185
37,P4a,0,0,0,It looks like some parents are at a school meeting with their child.,P,4,P4,a,7,1,0,1,13,39.78,3.06,1.067122299
37,P4b,0,0,0,It looks like a bunch of people are at a job meeting table.,P,4,P4,b,7,1,0,1,13,39.06,3.004615385,1.008518843
37,P4c,0,0,0,It looks like a bunch of people are talking to each other during a job meeting.,P,4,P4,c,7,1,0,2,16,43.26,2.70375,0.957314821
37,P5a,0,0,0,It looks like a woman is terrified by her husband hugging another person.,P,5,P5,a,7,7,7,1,13,42.22,3.247692308,0.970568166
37,P5b,0,0,0,It looks like the girl is trying to make funny faces towards a kid so that he will smile.,P,5,P5,b,8,6,0,7,19,55.8,2.936842105,1.187902225
37,P5c,0,0,0,It looks like a girl is trying to make funny faces for the child.,P,5,P5,c,7,4,0,6,14,41.34,2.952857143,1.229930758
37,N8a,0,0,0,A man is staring at the camera while their is a girl in the back.,N,8,N8,a,8,0,0,0,15,50.25,3.35,1.243141183
37,N8b,0,0,0,A girl is sitting down and on the right there is a Christmas tree so it might be her mom.,N,8,N8,b,6,2,0,2,20,60.78,3.198947368,1.131355602
37,N8c,0,0,0,A woman is sitting during Christmas breakfast while her mom is in the back talking to others.,N,8,N8,c,7,0,0,2,17,55.06,3.238823529,1.203717587
37,N9a,0,0,0,It looks like a person is putting a coin in her hand.,N,9,N9,a,8,1,0,1,12,38.42,3.492727273,0.952786344
37,N9b,0,0,0,It looks like a girl is putting a ring in the guys hand because they broke up.,N,9,N9,b,7,3,6,1,17,48.84,3.256,1.177356603
37,N9c,0,0,0,The guy is stressed because the girl is putting his engagement ring back in this hand because he broke up with her.,N,9,N9,c,3,7,8,1,22,59.27,3.119473684,1.295790079
37,P6a,0,0,0,A guy is talking to a pregnant girl.,P,6,P6,a,7,0,0,0,8,30.17,3.77125,1.08573132
37,P6b,0,0,0,A girl and a guy and are talking to a pregnant lady on the right.,P,6,P6,b,8,0,0,0,15,46.86,3.124,1.259187947
37,P6c,0,0,0,All 3 people on the left are speaking to the girl during a job meeting.,P,6,P6,c,6,1,0,0,15,42.12,2.808,1.142754817
37,N10a,0,0,0,3 people are talking to each other during a coffee meeting.,N,10,N10,a,7,0,0,5,11,32.42,2.947272727,1.240710207
37,N10b,0,0,0,It looks like 3  people are talking to each other while they are getting coffee.,N,10,N10,b,8,1,0,1,15,41.06,2.737333333,1.105198539
37,N10c,0,0,0,it looks like the guy is trying to tell the other guy that she likes him but she is embarassed.,N,10,N10,c,3,7,1,4,20,52.18,2.746315789,1.075743725
37,P7a,0,0,0,2 men are holding back a dude from trying to fight another person because he looks angry.,P,7,P7,a,8,3,3,1,17,53.87,3.168823529,1.156502715
37,P7b,0,0,0,3 dudes are holding back a kid because he looks like he wants to go after someone.,P,7,P7,b,8,3,2,2,17,48.84,3.0525,1.076676987
37,P7c,0,0,0,3 kids just look like they are playing around and holding this kid.,P,7,P7,c,8,1,1,2,13,33.46,2.788333333,1.105801506
37,N11a,0,0,0,a guy is talking to a girl who is crying.,N,11,N11,a,8,1,2,2,10,35.25,3.525,1.11447297
37,N11b,0,0,0,It looks like the girl is blowing her nose while she is talking to the man.,N,11,N11,b,8,2,1,1,16,50.18,3.13625,1.261168109
37,N11c,0,0,0,The girl is crying because he broke up with her and she needed a tissue.,N,11,N11,c,3,6,7,1,15,42.22,3.015714286,1.259357066
37,P8a,0,0,0,A coach is listening to the girl.,P,8,P8,a,3,1,0,2,7,22.6,3.228571429,1.292728749
37,P8b,0,0,0,It looks like the players are trying to tell the coach something.,P,8,P8,b,4,4,0,2,12,29.13,2.4275,0.966682471
37,P8c,0,0,0,The coach is listening to what the girls have to say.,P,8,P8,c,3,2,0,7,11,29.09,2.644545455,1.23921236
37,P9a,0,0,0,It looks like an old woman is crying on her birthday.,P,9,P9,a,8,3,7,1,11,33.68,3.061818182,0.881859605
37,P9b,0,0,0,It still looks like an old woman is crying on her birthday.,P,9,P9,b,7,3,7,1,12,37.14,3.095,0.848640624
37,P9c,0,0,0,A woman is at a restaurant and she is crying.,P,9,P9,c,8,1,6,1,10,34.66,3.466,1.03127968
37,N12a,0,0,0,It looks like woman is standing up giving a presentation to people.,N,12,N12,a,7,1,0,5,12,35.66,3.241818182,1.005483149
37,N12b,0,0,0,It looks like a the woman standing up is trying to inform others on how to do something.,N,12,N12,b,6,3,0,2,18,43.37,2.551176471,0.982922189
37,N12c,0,0,0,It looks like the woman is trying to tell a person on what he is supposed to be doing but he isn't paying attention.,N,12,N12,c,4,6,3,2,24,60.87,2.766818182,1.036079544
37,P10a,0,0,0,These people look like they are on a bench.,P,10,P10,a,8,0,0,1,9,27.86,3.095555556,1.106730671
37,P10b,0,0,0,These people are on a bench laughing.,P,10,P10,b,7,1,0,8,7,24.29,3.47,1.194445478
37,P10c,0,0,0,They are eating Mcdonalds while they sit on a bench while talking they also look to be college students.,P,10,P10,c,8,1,0,2,19,51.28,3.016470588,1.204221435
37,P11a,0,0,0,A girl is getting her toe nails clipped by another girl.,P,11,P11,a,9,0,0,0,11,40.73,3.702727273,1.1937344
37,P11b,0,0,0,A girl is getting her toe nails clipped by another girl still.,P,11,P11,b,8,0,0,5,12,44.19,3.6825,1.140335876
37,P11c,0,0,0,A girl is polishing the other girls toe nails.,P,11,P11,c,8,0,0,5,9,34.44,3.826666667,1.321514283
37,P12a,0,0,0,4 people are speaking to each other during a business meeting.,P,12,P12,a,6,0,0,0,11,30.27,2.751818182,1.031821866
37,P12b,0,0,0,4 people are talking to each other as a bunch of friends.,P,12,P12,b,6,1,0,5,12,32.58,2.715,1.087570269
37,P12c,0,0,0,it looks like a bunch of friends are hanging out with each other.,P,12,P12,c,7,2,0,7,13,29.66,2.471666667,0.629542884
38,N1a,0,0,0,A group of people are on the phone. ,N,1,N1,a,4,0,0,0,8,25.15,3.14375,1.37260896
38,N1b,0,0,0,Most of the people are on the phone,N,1,N1,b,3,0,1,1,8,20.9,2.6125,1.464657444
38,N1c,0,0,0,A man is bored because all of his friends are on their phones,N,1,N1,c,3,6,4,1,13,39.26,3.02,1.103147013
38,N2a,0,0,0,There is someone being left out of the group,N,2,N2,a,2,3,6,1,9,24.17,2.685555556,1.013880061
38,N2b,0,0,0,People are making fun of the person being left out of the group. ,N,2,N2,b,3,4,7,1,13,31.47,2.6225,1.240601943
38,N2c,0,0,0,People are making fun of the person being left out of the group. ,N,2,N2,c,3,3,7,1,13,31.47,2.6225,1.240601943
38,P1a,0,0,0,This is a self help group,P,1,P1,a,1,0,0,5,6,19.1,3.183333333,0.764634989
38,P1b,0,0,0,This is an emotional support group,P,1,P1,b,1,1,0,5,6,16.48,2.746666667,1.083912666
38,P1c,0,0,0,The is an AA meeting,P,1,P1,c,1,0,0,0,5,9.82,2.455,1.226553437
38,N3a,0,0,0,Coworkers are having a meeting. ,N,3,N3,a,3,0,0,1,5,14.56,2.912,0.95617467
38,N3b,0,0,0,Coworkers are having a fun meeting,N,3,N3,b,2,2,0,8,6,16.53,2.755,0.937715309
38,N3c,0,0,0,Coworkers are bullying their other coworker,N,3,N3,c,2,2,8,0,6,19.71,3.285,1.095038812
38,N4a,0,0,0,The couple is fighting,N,4,N4,a,2,1,7,1,4,13.49,3.3725,1.301239793
38,N4b,0,0,0,The man does not want to fight with the woman,N,4,N4,b,2,6,2,2,10,26.33,2.633,1.322624075
38,N4c,0,0,0,The people are in an arguement,N,4,N4,c,2,2,5,1,6,12.46,2.492,1.398845953
38,P2a,0,0,0,The men are scared to eat the food,P,2,P2,a,2,6,6,1,8,23.25,2.90625,1.549367959
38,P2b,0,0,0,The woman hopes the men don't know the food is poison. They do.,P,2,P2,b,2,7,7,1,13,34.86,2.905,1.459803847
38,P2c,0,0,0,The men died later that night from eating the poisin food,P,2,P2,c,3,0,8,0,11,30.46,3.046,1.467380129
38,N5a,0,0,0,People are on their phones,N,5,N5,a,7,0,0,0,5,18.02,3.604,1.234354082
38,N5b,0,0,0,She is bored because they are on their phones,N,5,N5,b,2,6,3,1,9,27.7,3.077777778,1.065079548
38,N5c,0,0,0,She is bored because they are on their phones,N,5,N5,c,2,6,3,1,9,27.7,3.077777778,1.065079548
38,N6a,0,0,0,The man is taking a selfie with his boys,N,6,N6,a,7,1,0,5,9,26.02,3.2525,1.208750831
38,N6b,0,0,0,The man's friends don't like that he is taking a selfie,N,6,N6,b,2,3,3,1,11,26.89,2.987777778,1.163623412
38,N6c,0,0,0,The man is bored with his friends on new year eve,N,6,N6,c,2,6,5,1,11,30.55,3.055,0.947924634
38,N7a,0,0,0,The woman doesn't know what to do,N,7,N7,a,1,6,2,2,7,13.58,2.263333333,1.138150547
38,N7b,0,0,0,The girls don't know what to do,N,7,N7,b,1,3,3,1,7,13.97,2.328333333,1.289735115
38,N7c,0,0,0,The women are in a fight,N,7,N7,c,2,1,6,1,6,18.19,3.031666667,1.217824563
38,P3a,0,0,0,The woman is stressed,P,3,P3,a,2,2,6,1,4,12.44,3.11,1.361053514
38,P3b,0,0,0,The woman is very stressed,P,3,P3,b,2,2,7,1,5,13.87,2.774,1.397794692
38,P3c,0,0,0,The woman just remembered she left her oven on,P,3,P3,c,2,6,2,1,9,26.93,2.992222222,1.195217321
38,P4a,0,0,0,The meeting is going well,P,4,P4,a,1,1,0,7,5,13.15,2.63,1.062708803
38,P4b,0,0,0,The meeting is going the way it should,P,4,P4,b,1,1,0,7,8,19.62,2.4525,0.929804127
38,P4c,0,0,0,The women discuss how to take over the world,P,4,P4,c,2,2,0,0,9,17.33,2.475714286,1.406791351
38,P5a,0,0,0,The woman is screaming,P,5,P5,a,7,1,7,1,4,14.14,3.535,1.421138042
38,P5b,0,0,0,The woman is drunk and screaming,P,5,P5,b,8,2,6,1,6,20.42,3.403333333,1.51761216
38,P5c,0,0,0,The woman is drunk and screaming at a child,P,5,P5,c,8,2,8,0,9,30.52,3.391111111,1.378898514
38,N8a,0,0,0,The boy is not happy,N,8,N8,a,2,2,7,1,5,14.76,2.952,1.365272866
38,N8b,0,0,0,The women are fighting,N,8,N8,b,3,0,5,0,4,11.94,2.985,1.56610983
38,N8c,0,0,0,The women are fighting at christmas,N,8,N8,c,4,1,7,1,6,17.42,2.903333333,1.291195828
38,N9a,0,0,0,The man is being handed his medicine. ,N,9,N9,a,7,0,0,1,7,24.31,3.472857143,1.443014371
38,N9b,0,0,0,The woman is finally leaving,N,9,N9,b,2,1,1,2,5,14.02,2.804,1.347137706
38,N9c,0,0,0,The woman is handing her ringback to the man,N,9,N9,c,6,2,2,2,9,25.31,3.16375,1.510760806
38,P6a,0,0,0,A man is shocked by what the woman said.,P,6,P6,a,2,2,3,2,9,27.99,3.11,1.269744069
38,P6b,0,0,0,Man looks like he is listening to the woman,P,6,P6,b,7,2,0,1,9,28.41,3.156666667,1.26819754
38,P6c,0,0,0,The woman is teaching the group of people,P,6,P6,c,3,1,0,5,8,24.91,3.11375,1.405447946
38,N10a,0,0,0,Someone is sad and lonely,N,10,N10,a,2,2,7,1,5,14.42,2.884,1.018960254
38,N10b,0,0,0,Someone feels left out of the group,N,10,N10,b,2,3,6,1,7,18.47,2.638571429,0.990798139
38,N10c,0,0,0,The lady feels like she has no friends,N,10,N10,c,1,6,7,1,8,18.81,2.687142857,0.9777647
38,P7a,0,0,0,The boys are yelling ,P,7,P7,a,8,1,2,2,4,11.9,2.975,1.593957339
38,P7b,0,0,0,The boys are smiling,P,7,P7,b,7,1,0,8,4,12.54,3.135,1.73801611
38,P7c,0,0,0,The boys won their game,P,7,P7,c,2,0,0,8,5,16.7,3.34,1.365558494
38,N11a,0,0,0,The couple is breaking up,N,11,N11,a,2,1,7,1,5,12.4,3.1,1.178530158
38,N11b,0,0,0,The man cheated on her and wants her back,N,11,N11,b,2,4,7,1,9,25.48,2.831111111,1.181730135
38,N11c,0,0,0,The man cheated on her and wants her back. She will finally leave for good this time. ,N,11,N11,c,2,4,7,2,17,44.16,2.597647059,0.980959539
38,P8a,0,0,0,The coach is going over the plays,P,8,P8,a,3,1,0,0,7,16.23,2.705,1.219093926
38,P8b,0,0,0,The coach is going over the plays,P,8,P8,b,3,1,0,0,7,16.23,2.705,1.219093926
38,P8c,0,0,0,The coach is going over the plays,P,8,P8,c,3,1,0,0,7,16.23,2.705,1.219093926
38,P9a,0,0,0,The woman is crying tears of joy because she got a gift,P,9,P9,a,8,6,0,8,12,37.19,3.099166667,1.247590101
38,P9b,0,0,0,The woman is crying tears of joy because she got a gift.,P,9,P9,b,7,6,0,8,12,37.19,3.099166667,1.247590101
38,P9c,0,0,0,The woman is crying tears of joy because she got a gift.,P,9,P9,c,7,6,0,8,12,37.19,3.099166667,1.247590101
38,N12a,0,0,0,A woman is holding the meeting,N,12,N12,a,2,0,0,1,6,19.75,3.291666667,1.046506888
38,N12b,0,0,0,A woman is firing the man,N,12,N12,b,3,1,7,1,6,22.54,3.756666667,1.273980638
38,N12c,0,0,0,The man is getting fired ,N,12,N12,c,2,1,8,0,5,17.21,3.442,1.480192555
38,P10a,0,0,0,They are waiting at a bus stop,P,10,P10,a,7,0,0,0,7,17.7,2.95,1.098052822
38,P10b,0,0,0,They are having fun waiting at a bus stop,P,10,P10,b,3,3,0,7,9,21.85,2.73125,1.014120837
38,P10c,0,0,0,Friends are having a fun lunch together,P,10,P10,c,3,1,0,8,7,19.37,2.767142857,0.868652487
38,P11a,0,0,0,The woman is getting her toes done,P,11,P11,a,6,0,0,5,7,22.59,3.227142857,1.258381424
38,P11b,0,0,0,The women are painting their toes,P,11,P11,b,8,0,0,5,6,20.8,3.466666667,1.526887902
38,P11c,0,0,0,The woman paints the other woman's toes,P,11,P11,c,8,0,0,5,7,23.54,3.362857143,1.63920422
38,P12a,0,0,0,The people are having a meeting,P,12,P12,a,2,0,0,5,6,16.43,2.738333333,1.189107508
38,P12b,0,0,0,The people are discussing how to do something,P,12,P12,b,2,1,0,1,8,18.35,2.29375,1.152226881
38,P12c,0,0,0,The people are enjoying their food,P,12,P12,c,3,2,0,8,6,18.43,3.071666667,1.454282183
39,N1a,0,0,0,"A family of individuals seated, most of which are visibly looking at their phones.",N,1,N1,a,8,1,0,0,14,39.87,2.847857143,1.181701372
39,N1b,0,0,0,"A pair of couples getting coffee together stare at their phones, except for the dark-skinned man at the end, whose body language suggests exasperation.",N,1,N1,b,8,4,3,1,24,71.73,2.98875,1.230918047
39,N1c,0,0,0,"A dark-skinned man, at a gathering of friends or perhaps a double date, yawns as the other three people present stare at their phones.",N,1,N1,c,8,2,1,1,24,75.18,3.1325,1.195077767
39,N2a,0,0,0,"Five people, dressed casually, stand in a room. One dark-haired woman in a peach top stares with her arms crossed, while the other four remain in the background, glancing at her conspiratorially.",N,2,N2,a,8,4,3,1,32,108.58,3.29030303,1.146035244
39,N2b,0,0,0,"Three men and a dark-haired woman in a pink top laugh between each other, glancing at the fifth person, a woman in a peach top with dark hair, as she stands apart. The group of four laughs conspiratorially, their eyes all on the woman in peach.",N,2,N2,b,9,6,4,2,46,152.61,3.317608696,1.121717304
